network,type,router,software,chassis,clli_code
AS209,DSL-GW,BOID-DSL-GW14.BOID.QWEST.NET,19.4R3-S3.3,MX480,BOISIDMA
AS3549,PR,PR2.SEA1,10.0S27.2,M10i,STTLWAWB
AS3549,SCR,SCR4.PIT3,21.4R3-S8.4,MX10003,PITDPANG
AS209,EDGE,BST-EDGE-05,21.2R3-S3.5,MX480,BSTPMALL
AS3549,AR,AUS1-AR1,14.1R8.6,M120,AUSWTXSZ
AS209,DSL-GW,PTLD-DSL-GW57.PTLD.QWEST.NET,16.0.R15,7750-SR-12,PTLDOR61
AS3549,SCR,SCR2.BTR1,21.4R3-S8.4,MX10003,BTRGLA71
AS3549,AR,DEN1-AR3,14.1R8.6,M320,AURSCOFW
AS3549,AR,DEN1-AR1,15.1F5-S7.1,MX960,AURSCOFW
AS3549,AR,JAX1-AR1,15.1F5-S7.1,MX960,JCVLFLWF
AS209,PCOR,FAR2-PCOR-04,21.4R3-S8.4,MX10003,FARGNDBC
AS3549,SCR,SCR2.TUL2,21.4R3-S8.4,MX10003,TULUOKBR
AS209,AGW,PTLD-AGW2,21.2R3-S9.20,MX2010,PTLDOR61
AS3549,VAR,VAR1.NWO3,21.4R3-S8.4,MX10003,MTRELANJ
AS3549,VAR,VAR1.PHL1,21.4R3-S8.4,MX10003,PHLAPAFG
AS209,DSL-GW,BOID-DSL-GW03.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS3549,PR,PR1.MIA2,14.1R7-S1,MX80,MIAUFLWS
AS209,PCOR,HLN2-PCOR-03,21.4R3-S8.4,MX10003,HLNAMTMA
AS209,PCOR,BIL-PCOR-03,21.2R3-S9.20,MX960,BLNGMTSG
AS209,PCOR,BIS-PCOR-04,21.4R3-S8.4,MX10003,BSMRNDCP
AS209,PCOR,CHY2-PCOR-04,21.4R3-S8.4,MX10003,CHYNWYMA
AS209,PCOR,ABQ-PCOR-03,21.2R3-S9.20,MX960,ALBQNMPC
AS209,EDGE,LOS-EDGE-05,21.2R3-S3.5,MX960,LSANCAJW
AS209,AGW,HLRN-AGW2,21.2R3-S9.20,MX2010,HLRNCOFP
AS3549,AR,CAE1-AR1,21.2R3-S9.20,MX960,CLMASCTS
AS3549,ER,HNL1-ER1,15.1F5-S7.1,MX480,MLUAHIAK
AS209,SVCS,ROC2-SVCS-10,15.1F6-S6.4,MX480,ROCHMNRO
AS3549,PR,PR4.CLE1,11.4R12.4,M120,CLEVOHIB
AS3549,ESP,ESP2.WDC1,16.0.R15,7750-SR-12,MCLNVA23
AS209,VIRR,SNJ2-VIRR-01,23.4R2-S4.11,VRR,SNJYCAHM
AS209,PCOR,BOI2-PCOR-02,18.2R3-S8.5,MX960,BOISIDMA
AS209,DSL-GW,PTLD-DSL-GW58.PTLD.QWEST.NET,16.0.R15,7750-SR-12,PTLDOR61
AS3549,PR,PR6.ATL1,11.4R11.4,M120,ATLNGAQS
AS209,EDGE,MIA-EDGE-02,11.4R6-S2,M320,MIASFLTT
AS3549,CR,LEX1-CR1,15.1F5-S8,MX480,LXTNKY21
AS209,SVCS,ORL-SVCS-10,15.1F6-S6.4,MX480,ORLFFL43
AS3549,MAR,MAR2.SJO1,11.4R8.4,M120,SNVACAID
AS209,PCOR,SLC2-PCOR-20,16.0.R20,7950-XRS-20,SLKDUTUY
AS3549,AR,ATL6-AR1,21.2R3-S9.20,MX960,ATLNGAHP
AS209,DSL-GW,ALBQ-DSL-GW36.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS209,AGW,ORLF-AGW1,21.2R3-S9.20,MX2010,ORLFFL43
AS209,DSL-GW,DVNP-DSL-GW17.DVNP.QWEST.NET,19.4R3-S3.3,MX480,BTNDIAUT
AS3549,ER,HNL1-ER2,15.1F5-S7.1,MX480,MLUAHIAK
AS209,SVCS,DVR3-SVCS-10,15.1F6-S6.4,MX960,DNVRCOMA
AS209,PCOR,CHR-PCOR-05,21.2R3-S9.20,MX960,CHRONCJS
AS209,PRIV,TUK-PRIV-13,6.7.3[Default],ASR9K,TKWLWALL
AS3549,PR,PR2.MIA1,11.4R11.4,M120,MIATFLAD
AS209,PCOR,CLS2-PCOR-03,21.2R3-S9.20,MX960,CLSPCOMA
AS209,PRIV,TUK-PRIV-14,6.7.3[Default],ASR9K,TKWLWALL
AS3549,CR,HOU1-CR1,21.2R3-S9.20,MX960,HSTOTX42
AS3549,VAR,VAR1.BHM2,21.4R3-S8.4,MX10003,BRHOALOH
AS209,AGW,SXFL-AGW2,21.2R3-S3.5,MX960,SXFLSDNW
AS209,PCOR,JFK-PCOR-04,18.2R3-S8.5,MX960,NYCMNYZR
AS3549,SDR,SDR4.DEN1,21.4R3-S8.4,MX10008,DNVTCO56
AS209,EDGE,FTW-EDGE-04,21.2R3-S3.5,MX960,FTWQTXFH
AS3549,CR,OAK1-CR2,15.1F5-S8,MX960,OKLDCAEB
AS209,EDGE,IPL-EDGE-04,21.2R3-S3.5,MX960,IPLXINIF
AS3549,SCR,SCR2.MEM1,21.4R3-S8.4,MX10003,MMPKTNVZ
AS209,PRIV,MIN5-PRIV-12,6.7.3[Default],ASR9K,STPLMNMK
AS3549,VAR,VAR3.CMH1,22.4R3-S6.5,MX10004,CLMDOH44
AS209,AGW,TLHS-AGW2,21.2R3-S9.20,MX480,TLHSFLTE
AS3549,PR,PR6.CHI1,11.4R11.4,M120,CHCGILCN
AS3549,AR,HOU1-AR4,21.2R3-S9.20,MX480,HSTOTX42
AS3549,ES,CHI2-ES1,11.4R5.5,EX4500-40F,CHCGILDT
AS3549,VAR,VAR1.ABQ4,21.4R3-S8.4,MX10003,ALBQNMMA
AS209,PCOR,BST-PCOR-03,21.2R3-S9.20,MX960,BSTPMALL
AS209,SVCS,STC2-SVCS-10,15.1F6-S6.4,MX480,STCDMNTO
AS3549,AR,BRK1-AR1,15.1F5-S7.1,MX960,BRFDWIJZ
AS209,PRIV,BEI-PRIV-20,16.0.R15,7750-SR-7,BJNGCINM
AS3549,VAR,VAR2.STL1,21.4R3-S8.4,MX10003,STLSMOPL
AS209,PCOR,LCR-PCOR-02,18.2R3-S8.5,MX960,LCRSWIXC
AS209,DSL-GW,FTMY-DSL-GW04.FTMY.QWEST.NET,16.0.R15,7750-SR-12,FTMYFLXA
AS3549,VAR,VAR1.SCR1,21.4R3-S8.4,MX960,PTTNPAAR
AS3549,AR,BGM1-AR3,19.1R2-S3,MX480,BNGHNYHN
AS3549,AR,ATL6-AR2,21.2R3-S9.21,MX104,ATLNGAHP
AS3549,AR,MKE1-AR4,19.1R2-S3,MX960,MILXWIIX
AS3549,AR,MKE1-AR3,14.1R8.6,M120,MILXWIIX
AS3549,SCR,SCR2.CSP2,21.4R3-S8.4,MX10003,CLSPCO11
AS209,SVCS,LCR-SVCS-10,15.1F6-S6.4,MX480,LCRSWIXC
AS3549,AR,CLT2-AR1,19.1R2-S3,MX960,CHRMNC72
AS3356,EBR,EBR3.SJO1,23.10.R6,7950-XRS-20,SNVACAID
AS209,PBRR,TPA-PBRR-01,03.10.05.S,ASR1004,TAMRFLIY
AS209,PCOR,PHN4-PCOR-20,16.0.R20,7950-XRS-40,PHNXAZNE
AS209,PRIV,SHG2-PRIV-20,16.0.R15,7750-SR-7,SHNHCIHT
AS209,SVCS,RCM-SVCS-10,15.1F6-S6.4,MX960,RCMTNCXA
AS209,DSL-GW,STPL-DSL-GW21.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS209,DSL-GW,PHN4-DSL-GW12.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,DSL-GW,PHN4-DSL-GW13.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,SVCS,PHL-SVCS-10,15.1F6-S6.4,MX480,PHLAPA03
AS3549,SCR,SCR3.ATL1,18.2R3-S8.5,MX960,ATLNGAQS
AS209,PCOR,PHN4-PCOR-21,16.0.R20,7950-XRS-40,PHNXAZNE
AS209,VSMR,PHN-VSMR-03,15.1F6-S6.4,MX480,PHNXAZUI
AS209,DSL-GW,PTLD-DSL-GW49.PTLD.QWEST.NET,19.4R3-S3.3,MX480,PTLDOR61
AS209,PBRR,TPA-PBRR-02,03.10.05.S,ASR1004,TAMRFLIY
AS209,PCOR,HLN2-PCOR-04,21.4R3-S8.4,MX10003,HLNAMTMA
AS209,AGW,ORLF-AGW2,21.2R3-S9.20,MX2010,ORLFFL43
AS3549,SCR,SCR2.NOR1,21.4R3-S8.4,MX10003,MTRELANJ
AS3549,AR,CHI1-AR2,19.1R2-S3,MX960,CHCGILCP
AS209,PCOR,SNJ2-PCOR-21,16.0.R20,7950-XRS-40,SNJYCAHM
AS3549,VAR,VAR1.REN1,21.2R3-S9.21,MX104,RENPNVAR
AS209,PCOR,SXC2-PCOR-03,21.4R3-S8.4,MX10003,SXCYIADT
AS3549,MAR,MAR1.DET1,11.4R8.4,M120,SFLDMIOL
AS209,PBRR,CDR2-PBRR-02,03.10.05.S,ASR1004,CDRRIADT
AS209,AGW,EUG2-AGW1,21.2R3-S3.5,MX960,EUGNOR53
AS209,DSL-GW,SPOK-DSL-GW11.SPOK.QWEST.NET,21.2R3-S9.20,MX480,SPKNWA01
AS209,SVCS,MIN7-SVCS-12,15.1F6-S6.4,MX960,MPLSMNDT
AS3549,SCR,SCR4.CLE1,21.4R3-S8.4,MX10003,CLEVOH97
AS3549,VAR,VAR1.ELP4,21.4R3-S8.4,MX10003,ELPUTXAY
AS3549,AR,BHM1-AR4,19.1R2-S3,MX480,BRHMAL06
AS3549,ESP,ESP2.DET1,16.0.R15,7750-SR-12,SFLDMIDN
AS3549,AR,BHM1-AR1,15.1F5-S7.1,MX960,BRHMAL06
AS209,EDGE,CLS2-EDGE-04,21.2R3-S9.20,MX960,CLSPCOMA
AS3549,ESP,ESP1.ATL2,16.0.R15,7750-SR-12,ATLDGAUY
AS209,PRIV,DCA-PRIV-14,6.7.3[Default],ASR9K,WASIDCRG
AS3549,SDR,SDR4.SJO1,22.4R3-S6.5,MX10004,SNVACAID
AS3549,SCR,SCR2.LIT2,21.4R3-S8.4,MX10003,LTRKARDR
AS209,DSL-GW,ALBQ-DSL-GW47.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS209,EDGE,CHR-EDGE-04,21.2R3-S9.20,MX960,CHRONCJS
AS3549,ESP,ESP21.CHI2,16.0.R15,7750-SR-12,CHCTILWC
AS209,DSL-GW,FTMY-DSL-GW05.FTMY.QWEST.NET,21.2R3-S9.20,MX480,FTMYFLXA
AS3549,VAR,VAR3.PDX4,22.4R3-S6.5,MX10004,PTLGORIA
AS3549,VAR,VAR1.MOB3,21.2R3-S9.21,MX104,MOBLALOW
AS3549,VAR,VAR4.CMH1,22.4R3-S6.5,MX10004,CLMDOH44
AS3549,AR,LOU1-AR3,19.1R2-S3,MX480,LSVLKY18
AS3549,AR,TPA6-AR3,21.2R3-S9.21,MX104,TAMRFLWS
AS209,PRIV,CHR-PRIV-14,6.7.3[Default],ASR9K,CHRONCJS
AS209,DSL-GW,PHN4-DSL-GW11.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS209,PCOR,BIS-PCOR-03,21.4R3-S8.4,MX10003,BSMRNDCP
AS3549,AR,WDC111-AR2,19.1R2-S3,MX960,ASBNVAMG
AS209,PBRR,EUG2-PBRR-01,03.10.05.S,ASR1004,EUGNOR53
AS209,DSL-GW,PTLD-DSL-GW60.PTLD.QWEST.NET,21.2R3-S9.20,MX480,PTLDOR61
AS3549,SCR,SCR3.PIT3,21.4R3-S8.4,MX10003,PITDPANG
AS3549,MAR,MAR2.DAL1,11.4R8.4,M120,DLLSTX37
AS209,VSMR,CHC-VSMR-04,15.1F6-S6.4,MX480,CHCGILMQ
AS3549,SCR,SCR2.JAX5,21.4R3-S8.4,MX10003,JCVLFLAI
AS3549,ESP,ESP22.DAL1,16.0.R15,7750-SR-12,DLLATX37
AS209,DSL-GW,TUKW-DSL-GW77.TUKW.QWEST.NET,21.2R3-S9.20,MX480,TKWLWALL
AS209,SVCS,SVL-SVCS-11,15.1F6-S6.4,MX480,SNVACAHZ
AS3549,SDR,SDR3.NVL1,22.4R3-S6.5,MX10004,NSVMTN17
AS3549,ESP,ESP11.WDC2,16.0.R15,7750-SR-12,WASHDC29
AS3549,ES,MSP2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,MPLSMNCD
AS3549,VAR,VAR2.FRS3,21.4R3-S8.4,MX10003,FRSMCA15
AS209,AGW,PHN4-AGW1,21.2R3-S9.20,MX2010,PHNXAZNE
AS3356,EBR,EBR1.WDC12,22.4R3-S6.5,PTX10008,HRNDVAHY
AS3549,VAR,VAR3.DAL5,22.4R3-S6.5,MX10004,DLLATX37
AS3549,SDR,SDR5.DAL1,22.4R3-S6.5,MX10004,DLLATX37
AS209,PCOR,DVN-PCOR-04,21.4R3-S8.4,MX10003,BTNDIAUT
AS209,PCOR,CHC-PCOR-01,21.2R3-S9.20,MX960,CHCGILMQ
AS209,DSL-GW,BLNG-DSL-GW17.BLNG.QWEST.NET,12.2(33)SB13,C10008,BLNGMTSG
AS209,SVCS,SXC2-SVCS-10,15.1F6-S6.4,MX480,SXCYIADT
AS3549,ER,CLE2-ER1,19.1R2-S3,MX960,CLEVOHIB
AS3549,ESP,ESP11.NYC6,16.0.R15,7750-SR-12,NYCPNYYK
AS3549,ESP,ESP3.DAL1,16.0.R15,7750-SR-12,DLLATX37
AS209,DSL-GW,PHN4-DSL-GW14.PHN4.QWEST.NET,19.4R3-S3.3,MX480,PHNXAZNE
AS3549,AR,NYC6-AR2,19.1R2-S3,MX960,NYCPNYYK
AS3549,ESP,ESP1.RAL4,16.0.R15,7750-SR-12,RLGINCZG
AS209,EDGE,LSV2-EDGE-02,21.2R3-S3.5,MX480,LSVGNVXB
AS3549,VAR,VAR4.SJO1,22.4R3-S6.5,MX10004,SNVACAID
AS3549,SCR,SCR1.CLE1,18.2R3-S8.5,MX480,CLEVOHIB
AS209,VIRR,KCM-VIRR-02,23.4R2-S4.11,VRR,KSCAMO96
AS209,PBRR,BIS-PBRR-02,03.10.05.S,ASR1004,BSMRNDCP
AS209,PBRR,ATL-PBRR-01,03.10.05.S,ASR1004,ATLNGAMA
AS209,DSL-GW,ORLF-DSL-GW05.ORLF.QWEST.NET,21.2R3-S9.20,MX480,ORLFFL43
AS3549,VAR,VAR2.AMR2,21.4R3-S8.4,MX10003,AMRMTXAM
AS209,DSL-GW,HLRN-DSL-GW03.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS3549,VAR,VAR1.OMA2,21.4R3-S8.4,MX10003,OMALNEUN
AS209,PRIV,MIA-PRIV-14,6.7.3[Default],ASR9K,MIASFLTT
AS209,DSL-GW,TLHS-DSL-GW03.TLHS.QWEST.NET,21.2R3-S9.20,MX480,TLHSFLTE
AS209,DSL-GW,HLRN-DSL-GW83.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,ER,ABY1-ER1,15.1F5-S7.1,MX480,COLNNYEJ
AS3549,VAR,VAR32.MSP2,22.4R3-S6.5,MX304,MPLSMNCD
AS209,PRIV,DCA-PRIV-13,6.7.3[Default],ASR9K,WASIDCRG
AS3549,VAR,VAR1.GJT2,21.4R3-S8.4,MX10003,GDJTCOIA
AS209,SVCS,SEA-SVCS-10,15.1F6-S6.4,MX480,STTLWAWB
AS209,PRIV,MIN5-PRIV-11,6.7.3[Default],ASR9K,STPLMNMK
AS209,EDGE,BIL-EDGE-05,21.2R3-S9.20,MX960,BLNGMTSG
AS209,PRIV,CLS2-PRIV-11,6.7.3[Default],ASR9K,CLSPCOMA
AS209,EDGE,POR-EDGE-06,21.2R3-S3.5,MX480,PTLDOR61
AS3549,ESP,ESP11.SJO1,16.0.R15,7750-SR-12,SNVACAID
AS3549,SDR,SDR1.LVG1,22.4R3-S6.5,MX10004,NLVGNVBV
AS3549,SDR,SDR6.NYC6,22.4R3-S6.5,MX10004,NYCPNYYK
AS3549,AR,MKE1-AR1,19.1R2-S3,MX480,MILXWIIX
AS3549,VAR,VAR2.BIL4,21.4R3-S8.4,MX10003,BLNGMTMA
AS209,EDGE,ATL-EDGE-24,21.2R3-S9.20,MX960,ATLNGAMA
AS209,SVCS,PHN4-SVCS-10,15.1F6-S6.4,MX960,PHNXAZNE
AS209,PBRR,FAR2-PBRR-01,03.10.05.S,ASR1004,FARGNDBC
AS209,SVCS,MIA-SVCS-10,15.1F6-S6.4,MX480,MIASFLTT
AS209,DSL-GW,OMAH-DSL-GW21.OMAH.QWEST.NET,16.0.R15,7750-SR-12,OMAHNEKG
AS209,PRIV,EWS3-PRIV-10,6.7.3[Default],ASR9K,NWRKNJMD
AS209,DSL-GW,PHN4-DSL-GW21.PHN4.QWEST.NET,12.2(33)SB13,C10008,PHNXAZNE
AS3549,SDR,SDR4.NVL1,22.4R3-S6.5,MX10004,NSVMTN17
AS3549,VAR,VAR31.OSU1,22.4R3-S6.5,MX304,CLMFOH15
AS3549,SDR,SDR2.MIA42,21.4R3-S8.4,MX10008,MIBBFLLO
AS3549,ES,CMH1-ES1,20.2X4.1,ACX5448,CLMDOH44
AS3356,EBR,EBR4.SJO1,23.10.R6,7950-XRS-20,SNVACAID
AS3549,ER,DET1-ER1,19.1R2-S3,MX960,SFLDMIDN
AS3549,SDR,SDR1.MIA42,21.4R3-S8.4,MX10008,MIBBFLLO
AS209,DSL-GW,STPL-DSL-GW28.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS3549,ER,RCH2-ER1,19.1R2-S3,MX960,RCMEVAXN
AS209,PBRR,HLN2-PBRR-02,03.10.05.S,ASR1004,HLNAMTMA
AS3549,AR,LAX1-AR3,14.1R8.6,M320,LSANCARC
AS209,SVCS,PHN-SVCS-10,15.1F6-S6.4,MX480,PHNXAZUI
AS209,SVCS,TUK-SVCS-11,15.1F6-S6.4,MX480,TKWLWALL
AS3549,VAR,VAR31.POR24,22.4R3-S6.5,MX304,HLBOORNF
AS209,DSL-GW,OMAH-DSL-GW27.OMAH.QWEST.NET,21.2R3-S9.20,MX480,OMAHNEKG
AS209,DSL-GW,TUKW-DSL-GW70.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS209,PRIV,IPL-PRIV-12,6.7.3[Default],ASR9K,IPLXINIF
AS3549,VAR,VAR32.OSU1,22.4R3-S6.5,MX304,CLMFOH15
AS3356,EBR,EBR4.TUS1,23.10.R6,7950-XRS-20,TUSTCAFT
AS3549,PR,PR2.ATL1,10.0S27.2,M10i,ATLNGAQS
AS209,PBRR,POR-PBRR-02,03.10.05.S,ASR1004,PTLDOR61
AS3549,AR,LAX1-AR1,15.1F5-S5.5,MX480,LSANCARC
AS209,DSL-GW,PHN4-DSL-GW19.PHN4.QWEST.NET,16.0.R15,7750-SR-12,PHNXAZNE
AS3549,VAR,VAR3.DEN5,22.4R3-S6.5,MX10004,DNVTCO56
AS3549,SDR,SDR4.SLC1,22.4R3-S6.5,MX10004,SLKDUTYI
AS3549,AR,NSH1-AR1,19.1R2-S3,MX960,NSVOTNAO
AS3549,PR,PR3.ATL1,10.0S27.2,M10i,ATLNGAQS
AS209,SVCS,MIN7-SVCS-13,15.1F6-S6.4,MX960,MPLSMNDT
AS209,EDGE,BIL-EDGE-06,21.2R3-S9.20,MX480,BLNGMTSG
AS3549,SDR,SDR2.NYC1,16.0.R20,7750-SR-12e,NYCMNY83
AS3549,VAR,VAR1.ABY5,21.4R3-S8.4,MX10003,ALBYNYVP
AS3549,ES,SLC2-ES3,20.2X4.1,ACX5448,SLKDUTYI
AS3549,AR,CNC1-AR3,19.1R2-S3,MX480,CNCNOHRN
AS209,VSMR,LSV3-VSMR-03,15.1F6-S6.4,MX480,LSVGNVXB
AS3549,ES,CHI11-ES2,20.2X4.1,ACX5448,CHCTILWC
AS209,DSL-GW,PHN4-DSL-GW18.PHN4.QWEST.NET,16.0.R15,7750-SR-12,PHNXAZNE
AS3549,SCR,SCR4.ATL1,18.2R3-S8.5,MX960,ATLNGAQS
AS3549,SCR,SCR3.WDC2,21.2R3-S9.20,MX960,WASHDC29
AS3549,VAR,VAR1.AMR2,21.4R3-S8.4,MX10003,AMRMTXAM
AS3549,SCR,SCR1.MGM2,16.0.R20,7750-SR-12e,MTGMAAS33561
AS209,PBRR,DLT-PBRR-02,03.10.05.S,ASR1004,DLTHMNAT
AS3549,ES,CHI11-ES1,20.2X4.1,ACX5448,CHCTILWC
AS209,SVCS,NLR-SVCS-10,15.1F6-S6.4,MX480,NLRKARGP
AS3549,SDR,SDR1.NWR1,22.4R3-S6.5,MX10004,NWRKNJMD
AS209,VSMR,LSV3-VSMR-04,15.1F6-S6.4,MX480,LSVGNVXB
AS209,VSMR,MIA-VSMR-04,21.4R3-S8.4,MX10003,MIASFLTT
AS209,DSL-GW,HLRN-DSL-GW17.HLRN.QWEST.NET,21.2R3-S9.20,MX480,HLRNCOFP
AS3549,SDR,SDR5.CHI2,22.4R3-S6.5,MX10004,CHCTILWC
AS3549,VAR,VAR32.POR24,22.4R3-S6.5,MX304,HLBOORNF
AS3549,MAR,MAR2.CHI2,11.4R8.4,M120,CHCGILDT
AS3549,VAR,VAR1.LIT2,21.4R3-S8.4,MX10003,LTRKARDR
AS3356,EBR,EBR2.NYC6,23.10.R8,7750-SR-7s,NYCPNYYK
AS209,PBRR,FAR2-PBRR-02,03.10.05.S,ASR1004,FARGNDBC
AS3549,ES,WDC111-ES3,20.2X4.1,ACX5448,ASBNVAMG
AS3549,SDR,SDR1.SAT1,22.4R3-S6.5,MX10004,SNAQTXKY
AS209,DSL-GW,HLRN-DSL-GW85.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,SDR,SDR1.MIN25,22.4R3-S6.5,MX10004,MNNTMNIC
AS3356,EBR,EBR2.CLE1,23.10.R6,7950-XRS-20,CLEVOH97
AS209,DSL-GW,SXCT-DSL-GW02.SXCT.QWEST.NET,12.2(33)SB13,C10008,SXCYIADT
AS209,PBRR,LCR-PBRR-02,03.10.05.S,ASR1004,LCRSWIXC
AS209,VSMR,LVG2-VSMR-04,15.1F6-S6.4,MX480,LSVGNVXG
AS3549,VAR,VAR2.ABQ4,21.4R3-S8.4,MX10003,ALBQNMMA
AS3549,ER,PHI1-ER1,19.1R2-S3,MX960,PHLAPAFG
AS3356,EBR,EBR3.CLE1,23.10.R6,7750-SR-7s,CLEVOH97
AS209,PBRR,DVN-PBRR-01,03.10.05.S,ASR1004,BTNDIAUT
AS209,SVCS,TUK-SVCS-10,15.1F6-S6.4,MX480,TKWLWALL
AS3549,AR,BOS4-AR1,21.2R3-S9.20,MX960,CMBRMAOR
AS3549,SCR,SCR1.TOR1,21.4R3-S8.4,MX10003,TORVONRF
AS3549,SDR,SDR2.SAT1,22.4R3-S6.5,MX10004,SNAQTXKY
AS209,PBRR,CHY2-PBRR-01,03.10.05.S,ASR1004,CHYNWYMA
AS209,EDGE,PHL-EDGE-02,21.2R3-S3.5,MX480,PHLAPA03
AS209,PRIV,ATL-PRIV-12,6.7.3[Default],ASR9K,ATLNGAMA
AS3549,SDR,SDR6.CHI2,22.4R3-S6.5,MX10004,CHCTILWC
AS3549,VAR,VAR1.MDS2,21.4R3-S8.4,MX960,MDSNWIUQ
AS209,VIRR,FTW-VIRR-02,23.4R2-S4.11,VRR,FTWQTXFH
AS209,PBRR,BIL-PBRR-02,03.10.05.S,ASR1004,BLNGMTSG
AS209,PRIV,BUR-PRIV-12,6.7.3[Default],ASR9K,BRBNCACG
AS209,PRIV,TCS-PRIV-13,6.7.3[Default],ASR9K,TCSNAZ64
AS209,PRIV,ALB-PRIV-11,6.7.3[Default],ASR9K,ALBYNYPS
AS209,PCOR,ANC-PCOR-02,15.1F6-S6.4,MX480,ANCRAKXE
AS209,DSL-GW,ALBQ-DSL-GW45.ALBQ.QWEST.NET,12.2(31)SB13,C10008,ALBQNMPC
AS3549,VAR,VAR31.LAX16,22.4R3-S6.5,MX304,ELSGCABS
AS209,PRIV,HLR-PRIV-05,15.1R4-S7,M320,HLRNCOFP
AS3549,AR,BHM1-AR3,14.1R8.6,M120,BRHMAL06
AS3549,SDR,SDR3.SJO1,22.4R3-S6.5,MX10004,SNVACAID
AS3549,SCR,SCR2.CLE1,18.2R3-S8.5,MX480,CLEVOHIB
AS209,PBRR,CDR2-PBRR-01,03.10.05.S,ASR1004,CDRRIADT
AS209,PBRR,ATL-PBRR-02,03.10.05.S,ASR1004,ATLNGAMA
AS209,VSMR,CHC-VSMR-03,15.1F6-S6.4,MX480,CHCGILMQ
AS3549,ES,AUS6-ES2,20.2X4.1,ACX5448,AUSTTXUH
AS209,EDGE,SCD-EDGE-02,21.2R3-S3.5,MX480,SCDMAZXE
AS3549,SDR,SDR3.NYC6,21.4R3-S8.4,MX10008,NYCPNYYK
AS209,PRIV,IAH-PRIV-15,6.7.3[Default],ASR9K,HSTSTXJV
AS209,DSL-GW,HELN-DSL-GW03.HELN.QWEST.NET,12.2(33)SB13,C10008,HLNAMTMA
AS3549,PR,PR5.CHI1,11.4R11.4,M120,CHCGILCN
AS209,EDGE,ABQ-EDGE-09,21.2R3-S9.20,MX960,ALBQNMPC
AS209,PRIV,FRP-PRIV-13,6.7.3[Default],ASR9K,FRPKGACX
AS3549,ER,CHO1-ER1,19.1R2-S3,MX960,CHVLVACF
AS3549,AR,PHI1-AR1,19.1R2-S3,MX960,PHLAPAFG
AS3549,VAR,VAR32.LAX16,22.4R3-S6.5,MX304,ELSGCABS
AS3549,VAR,VAR3.LAS4,22.4R3-S6.5,MX10004,NLVGNVBV
AS3549,PR,PR1.SEA42,21.2R3-S9.21,MX104,STTLWA06
AS209,EDGE,DES-EDGE-08,21.2R3-S9.20,MX960,DESMIADT
AS3549,ES,DAL5-ES3,20.2X4.1,ACX5448,DLLATX37
AS3549,ER,BWG1-ER1,21.2R3-S9.21,MX104,BWLGKYKU
AS209,PCOR,FAR2-PCOR-03,21.4R3-S8.4,MX10003,FARGNDBC
AS3549,PR,PR1.HOU2,21.2R3-S9.21,MX104,HSTGTX05
AS209,PCOR,EWS3-PCOR-20,16.0.R20,7950-XRS-20,NWRKNJMD
AS3549,ES,SJC1-ES32,23.4R2-S3.10-EVO,ACX7100-32C,SNJUCACL
AS209,VSMR,DCA-VSMR-04,15.1F6-S6.4,MX480,WASIDCRG
AS209,PCOR,BIL-PCOR-04,21.2R3-S9.20,MX960,BLNGMTSG
AS209,VIRR,IPL-VIRR-02,23.4R2-S4.11,VRR,IPLXINIF
AS3549,PR,PR1.RCS7,21.2R3-S9.21,MX104,GATSNYAO
AS209,PCOR,CLS2-PCOR-04,18.2R3-S8.5,MX960,CLSPCOMA
AS3549,ER,SLO1-ER1,15.1F5-S7.1,MX480,SNLOCAFK
AS3549,ES,DEN4-ES32,23.4R2-S3.10-EVO,ACX7100-32C,DNVRCO26
AS209,VSMR,TKW-VSMR-04,15.1F6-S6.4,MX480,TKWLWALL
AS209,VSMR,KCM-VSMR-03,21.4R3-S8.4,MX10003,KSCAMO96
AS209,VIRR,TUK-VIRR-02,23.4R2-S4.11,VRR,TKWLWALL
AS3549,SDR,SDR2.POR1,22.4R3-S6.5,MX10004,PTLGORIA
AS3549,ER,CAE1-ER1,15.1F5-S7.1,MX480,CLMASCTS
AS209,VIRR,PHN4-VIRR-02,23.4R2-S4.11,VRR,PHNXAZNE
AS209,DSL-GW,HLRN-DSL-GW58.HLRN.QWEST.NET,12.2(31)SB13,C10008,HLRNCOFP
AS209,VSMR,FRP-VSMR-04,15.1F6-S6.4,MX480,FRPKGACX
