location_code,short_name,location_name,address,address_2,city,state,postal_code,country,timezone_name,timezone_offset,latitude,longitude,region
L0000752,bna5,BuenosAires5,510 BALCARCE,,BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,1064,AR,"BUENOS AIRES, GREENLAND",-3,-34.613766,-58.370708,
BNARAGRT,bna6,BuenosAires6,2420 BENJAM?çN S?ÅNZ VALIENTE,,SAN ISIDRO,BUENOS AIRES,B1640,AR,"BUENOS AIRES, GREENLAND",-3,-34.608521,-58.373539,
SNTDCAOQ,sjo50,SanJose50,2821 MISSION COLLEGE BLVD,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.389931,-121.979378,
STCGPACZ,sce6,StateCollege6,385 SCIENCE PARK RD,,STATE COLLEGE,PENNSYLVANIA,16803,US,EASTERN TIME,-5,40.781509,-77.896584,
SNDHCAUS,sdg22,SanDiego22,4600 AIR WAY,KGTV CH10,SAN DIEGO,CALIFORNIA,92102,US,PACIFIC TIME,-8,32.720051,-117.095764,
DYTPOHCL,day8,Dayton8,4595 S DIXIE DR**INACTIVE DO NOT USE***,,DAYTON,OHIO,45439,US,EST,-5,39.689255,-84.217667,
CLMBOHEK,clb16,Columbus16,1261 DUBLIN RD,,COLUMBUS,OHIO,43215,US,EASTERN TIME,-5,39.975739,-83.058945,
NYCNNYWA,nyc93,NewYork93,11 WALL ST,,NEW YORK,NEW YORK,10005,US,EASTERN TIME,-5,40.707142,-74.010864,
NATNPAAG,atn9,Allentown9,5508 NOR BATH BLVD,,NORTHAMPTON,PENNSYLVANIA,18067,US,EASTERN TIME,-5,40.70129,-75.433838,
NSVLTNMV,nvl35,Nashville35,565 MARRIOTT DR,,NASHVILLE,TENNESSEE,37214,US,CENTRAL TIME,-6,36.147121,-86.690475,
PMTPMICP,det32,Detroit32,47460 GALLEON DR,,PLYMOUTH,MICHIGAN,48170,US,EASTERN TIME,-5,42.387848,-83.510811,
STLZMOZM,stl17,StLouis17,5904 ENRIGHT AVE,,SAINT LOUIS,MISSOURI,63112,US,CENTRAL TIME,-6,38.655441,-90.290733,
NYCPNYGQ,nyc94,NewYork94,1177 6TH AVE,,NEW YORK,NEW YORK,10036,US,EASTERN TIME,-5,40.757278,-73.982887,
BLTMMDWA,bal32,Baltimore32,3800 HOOPER AVE,,BALTIMORE,MARYLAND,21211,US,EST,-5,39.333698,-76.647507,
RCHLCTEP,hfd7,Hartford7,333 CAPITAL BLVD,,ROCKY HILL,CONNECTICUT,6067,US,EASTERN TIME,-5,41.648899,-72.66243,
Z1677161,day9,Dayton9,2245 CORPORATE PL,,MIAMISBURG,OHIO,45342,US,CST,-6,39.635349,-84.235458,
RCSQTX68,dal86,Dallas86,1811 E RENNER RD,,RICHARDSON,TEXAS,75082,US,CENTRAL TIME,-6,32.997925,-96.687393,
OKBRILCA,chi70,Chicago70,2025 WINDSOR DR,,OAK BROOK,ILLINOIS,60523,US,CENTRAL TIME,-6,41.849682,-87.925102,
MNCHENFX,man4,Manchesteruk4,BRINELL DR,,MANCHESTER,LANCASHIRE,M44 5BL,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,53.428139,-2.42912,
Z0398501,lon45,London45,TALK TALK TECHNOLOGY (BNYM),"BRECKLAND, LINFORD WOOD WEST",MILTON KEYNES,ENGLAND,MK14 6LB,GB,GMT,0,52.058624,-0.766744,
PHLAPAFE,phi41,Philadelphia41,200 S BROAD ST,,PHILADELPHIA,PENNSYLVANIA,19102,US,EASTERN TIME,-5,39.949051,-75.164848,
RLGHNCFO,ral43,Raleigh43,1205 FRONT ST,,RALEIGH,NORTH CAROLINA,27609,US,EASTERN TIME,-5,35.822311,-78.616364,
RSTNVABM,wdc100,Washington100,12030 SUNRISE VALLEY DR,,RESTON,VIRGINIA,20191,US,EASTERN TIME,-5,38.94944,-77.363129,
ARTNVABB,wdc101,Washington101,3033 WILSON BLVD,,ARLINGTON,VIRGINIA,22201,US,EASTERN TIME,-5,38.888031,-77.09465,
SLSPMDBA,wdc102,Washington102,12501 OLD COLUMBIA PIKE,,SILVER SPRING,MARYLAND,20904,US,EASTERN TIME,-5,39.06115,-76.967171,
BRNGPAAA,atn10,Allentown10,9999 HAMILTON BLVD,BUILDING 5,BREINIGSVILLE,PENNSYLVANIA,18031,US,EASTERN TIME,-5,40.544689,-75.655739,
HNSNNVBM,lvg9,LasVegas9,25 TV 5 DR,,HENDERSON,NEVADA,89014,US,PACIFIC TIME,-8,36.069984,-115.06868,
BSTNMAMX,bos29,Boston29,7 BULFINCH PL,,BOSTON,MASSACHUSETTS,2114,US,EASTERN TIME,-5,42.36182,-71.06131,
AUSGTX75,aus21,Austin21,7301 METROPOLIS DR,DATA CENTER 6,AUSTIN,TEXAS,78744,US,CENTRAL TIME,-6,30.20619,-97.698441,
MTRELAAB,nor14,NewOrleans14,3838 N CAUSEWAY BLVD,,METAIRIE,LOUISIANA,70002,US,CENTRAL TIME,-6,30.01836,-90.15551,
MNFDPAAD,mpa1,MansfieldPA1,124 ALUMNI HALL,,MANSFIELD,PENNSYLVANIA,16933,US,EASTERN TIME,-5,41.805748,-77.077377,
Z1676100,jer1,Jerusalem1,YAFO STREET 206,TV7 Israel News,JERUSALEM,HAIFA,9438302,IL,"ATHENS, BERIUT, CAIRO",2,31.788054,35.207245,
SNGPSIHE,sng5,Singapore5,80 RAFFLES PLACE,,SINGAPORE,CENTRAL SINGAPORE,48624,SG,"PERTH, BEIJING, SINGAPORE",8,1.2854,103.850609,
JRSLIS05,jer2,Jerusalem2,YAFO STREET 206,TV7 Israel News,JERUSALEM,HAIFA,9438302,IL,"ATHENS, BERIUT, CAIRO",2,31.788054,35.207245,
Z1676081,jer3,Jerusalem3,YAFO STREET 206,TV7 Israel News,JERUSALEM,HAIFA,9438302,IL,"ATHENS, BERIUT, CAIRO",2,31.788054,35.207245,
DYTNOHBQ,day10,Dayton10,1611 S MAIN ST,,DAYTON,OHIO,45409,US,EASTERN TIME,-5,39.736465,-84.185631,
NSVLTNPM,nvl36,Nashville36,2525 PERIMETER PLACE DR,,NASHVILLE,TENNESSEE,37214,US,CENTRAL TIME,-6,36.148312,-86.67852,
NSVLTN68,nvl37,Nashville37,2501 PARK PLZ,,NASHVILLE,TENNESSEE,37203,US,CENTRAL TIME,-6,36.154182,-86.8125,
IRVNCAHB,tus8,Tustin8,2640 MAIN ST,,IRVINE,CALIFORNIA,92614,US,PACIFIC TIME,-8,33.68108,-117.841774,
PTMOVACQ,ngu7,Norfolk7,300 WAVY ST,,PORTSMOUTH,VIRGINIA,23704,US,EST,-5,36.832603,-76.299606,
LSVMNVPR,lvg10,LasVegas10,3355 S VALLEY VIEW BLVD,,LAS VEGAS,NEVADA,89102,US,PACIFIC TIME,-8,36.128845,-115.19072,
CLMBOHIM,clb17,Columbus17,3165 OLENTANGY RIVER RD,BUILDING IC,COLUMBUS,OHIO,43202,US,EASTERN TIME,-5,40.02499,-83.027153,
ATLAGAZZ,atl44,Atlanta44,1601 W PEACHTREE ST NE,,ATLANTA,GEORGIA,30309,US,EASTERN TIME,-5,33.798458,-84.386383,
SNFCCA81,sfo49,SanFrancisco49,140 NEW MONTGOMERY ST,,SAN FRANCISCO,CALIFORNIA,94105,US,PACIFIC TIME,-8,37.78661,-122.400002,
JCVNFLLS,jax22,Jacksonville22,13410 SUTTON PARK DR S,,JACKSONVILLE,FLORIDA,32224,US,EASTERN TIME,-5,30.254814,-81.462555,
ESTNPA03,atn11,Allentown11,300 MORRISON AVE,,EASTON,PENNSYLVANIA,18042,US,EASTERN TIME,-5,40.703308,-75.223412,
ATLAGAKM,atl45,Atlanta45,1 MONROE PL NE,,ATLANTA,GEORGIA,30324,US,EASTERN TIME,-5,33.809139,-84.370399,
LPTPPART,phi42,Philadelphia42,1000 MADISON AVE,,NORRISTOWN,PENNSYLVANIA,19403,US,EASTERN TIME,-5,40.120369,-75.413368,
NYCLNYCB,nyc95,NewYork95,14 WARREN ST,,NEW YORK,NEW YORK,10007,US,EASTERN TIME,-5,40.713932,-74.00737,
TORYONIO,tor10,Toronto10,105 SCARSDALE RD,,TORONTO,ONTARIO,M3B 2R2,CA,EASTERN TIME,-5,43.751862,-79.355782,
EDSNNJMD,nwr60,Newark60,76 NATIONAL RD,,EDISON,NEW JERSEY,8817,US,EASTERN TIME,-5,40.539669,-74.389961,
SLGHEN45,lon46,London46,8 BUCKINGHAM AVE,,SLOUGH,BERKSHIRE,SL1 4AX,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.522228,-0.629204,
L0000492,sap7,SaoPaulo7,RUA PIRACICABA 175,,S?üO PAULO,SAO PAULO,1254050,BR,PACIFIC TIME,-8,-23.545321,-46.681141,
Z0260712,bos30,Boston30,5 TV PL,,NEEDHAM,MASSACHUSETTS,2494,US,EST,-5,42.304138,-71.226868,
LONDENRJ,lon47,London47,2-7 CLERKENWELL GREEN,,LONDON,,EC1R 0DE,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.522552,-0.105666,
L0000416,sap8,SaoPaulo8,AVENIDA MARCOS PENTEADO DE ULH??A RODRIGUES 1000,,SANTANA DE PARNAIBA,SAO PAULO,06543-900,BR,"BUENOS AIRES, GREENLAND",-3,-23.46456,-46.857239,
FTLFFLRP,fll9,FtLauderdale9,5554 N FEDERAL HWY,,FORT LAUDERDALE,FLORIDA,33308-3209,US,EST,-5,26.195955,-80.111198,
NYCSNYGH,nyc96,NewYork96,7 LINCOLN SQ,,NEW YORK,NEW YORK,10023,US,EST,-5,40.770641,-73.980362,
NYCYNYVY,nyc97,NewYork97,717 5TH AVE,,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.762009,-73.974411,
Z0014906,nhv3,NewHaven3,8 ELM ST,,NEW HAVEN,CONNECTICUT,6510,US,EST,-5,41.307068,-72.921448,
HSTTTXHK,hou58,Houston58,1401 ENCLAVE PKWY,PARKWAY,HOUSTON,TEXAS,77077,US,CENTRAL TIME,-6,29.757771,-95.61779,
NWORLABQ,nor15,NewOrleans15,1025 S JEFFERSON DAVIS PKWY,,NEW ORLEANS,LOUISIANA,70125,US,CENTRAL TIME,-6,29.96064,-90.103264,
MILNITXR,mln5,Milan5,1 VIA MONTE PENICE,,MILANO,MILANO,20138,IT,CET  CENTRAL EUROPEAN,1,45.433121,9.24141,
RKVLMDWW,wdc103,Washington103,9509 KEY WEST AVE,,ROCKVILLE,MARYLAND,20850,US,EASTERN TIME,-5,39.10704,-77.199074,
RKVLMDUW,wdc104,Washington104,9513 KEY WEST AVE,,ROCKVILLE,MARYLAND,20850,US,EASTERN TIME,-5,39.106522,-77.199654,
SNTECAGC,sjo51,SanJose51,1725 COMSTOCK ST,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.37505,-121.958069,
WCHTKSJZ,wch9,Wichita9,2051 S AIRPORT RD,,WICHITA,KANSAS,67209,US,CENTRAL TIME,-6,37.65715,-97.426376,
ORLDFLKP,orl40,Orlando40,490 E SOUTH ST,CH 9 TV,ORLANDO,FLORIDA,32801,US,EASTERN TIME,-5,28.538136,-81.370522,
CHRLNCKY,clt30,Charlotte30,1901 N TRYON ST,WSOC TELEVISION,CHARLOTTE,NORTH CAROLINA,28206,US,EASTERN TIME,-5,35.243389,-80.825218,
WSCRCA05,sac17,Sacramento17,2713 KOVR DR,,WEST SACRAMENTO,CALIFORNIA,95605,US,PACIFIC TIME,-8,38.592529,-121.546539,
GRVGCOCQ,enw6,Englewood6,6560 GREENWOOD PLAZA BLVD,,CASTLEWOOD,COLORADO,80111,US,MOUNTAIN TIME,-7,39.597721,-104.894608,
BVWKNLAA,ams13,Amsterdam13,MARCONIHOF 17,,BEVERWIJK,NOORD-HOLLAND,1945 TW,NL,CET  CENTRAL EUROPEAN,1,52.497879,4.66657,
BLUBPABE,phi43,Philadelphia43,985 JOLLY RD,,BLUE BELL,PENNSYLVANIA,19422,US,EASTERN TIME,-5,40.150558,-75.289604,
TWDLTXGT,hou59,Houston59,10001 WOODLOCH FOREST DR,,THE WOODLANDS,TEXAS,77380,US,CENTRAL TIME,-6,30.159073,-95.45742,
PRDTNVBE,lvg11,LasVegas11,5320 PROCYON ST,,LAS VEGAS,NEVADA,89118,US,PACIFIC TIME,-8,36.092709,-115.187347,
LSVGNVLG,lvg12,LasVegas12,3228 CHANNEL 8 DR,,LAS VEGAS,NEVADA,89109,US,PACIFIC TIME,-8,36.130955,-115.161888,
SGHLGAAO,atl46,Atlanta46,1210 BUFORD HWY NE,,SUGAR HILL,GEORGIA,30518,US,EST,-5,34.087776,-84.021385,
LNNIMI11,lsg5,Lansing5,2005 SEAGAR ST,,LANSING,MICHIGAN,48906,US,EASTERN TIME,-5,42.756329,-84.556946,
SNMOCAPF,lax68,LosAngeles68,1740 STEWART ST,,SANTA MONICA,CALIFORNIA,90404,US,PACIFIC TIME,-8,34.030071,-118.467041,
ATLMGAQT,atl47,Atlanta47,1060 TECHWOOD DR NW,,ATLANTA,GEORGIA,30318,US,EASTERN TIME,-5,33.784561,-84.392014,
ANHMCAWA,lax69,LosAngeles69,222 S HARBOR BLVD,,ANAHEIM,CALIFORNIA,92805,US,PACIFIC TIME,-8,33.832588,-117.91861,
NWORLA61,nor16,NewOrleans16,1415 TULANE AVE,,NEW ORLEANS,LOUISIANA,70112,US,CENTRAL TIME,-6,29.955429,-90.076416,
FRMNMABX,bos31,Boston31,500 OLD CONNECTICUT PATH,,FRAMINGHAM,MASSACHUSETTS,1701,US,EASTERN TIME,-5,42.315632,-71.39399,
HRFRCTHQ,hfd8,Hartford8,140 HUYSHOPE AVE,,HARTFORD,CONNECTICUT,6106,US,EASTERN TIME,-5,41.755569,-72.664001,
JCVNFLZT,jax23,Jacksonville23,13901 SUTTON PARK DR S,,JACKSONVILLE,FLORIDA,32224,US,EASTERN TIME,-5,30.259998,-81.462242,
CPHLPA11,har27,Harrisburg27,207 SENATE AVE,,CAMP HILL,PENNSYLVANIA,17011,US,EASTERN TIME,-5,40.25489,-76.91777,
BYPTCAAG,oak10,Oakland10,487 CANAL RD,,PITTSBURG,CALIFORNIA,94565,US,PACIFIC TIME,-8,38.019798,-121.93396,
SNDGCADS,sdg23,SanDiego23,701 B ST,,SAN DIEGO,CALIFORNIA,92101,US,PACIFIC TIME,-8,32.717731,-117.15789,
CLCYCAEJ,lax70,LosAngeles70,3555 HAYDEN AVE,,CULVER CITY,CALIFORNIA,90232,US,PACIFIC TIME,-8,34.02533,-118.38176,
SNTCCAFW,sjo52,SanJose52,1525 COMSTOCK ST,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.374752,-121.955887,
PTTNPAEJ,scr16,Scranton16,1120 OAK ST,,PITTSTON,PENNSYLVANIA,18640,US,EASTERN TIME,-5,41.308239,-75.770332,
HLBOORLS,por15,Portland15,3380 NW 215TH AVE,,HILLSBORO,OREGON,97124,US,PACIFIC TIME,-8,45.528278,-122.916161,
SNFCCAJB,sfo53,SanFrancisco53,33 NEW MONTGOMERY ST,,SAN FRANCISCO,CALIFORNIA,94105,US,PACIFIC TIME,-8,37.788658,-122.401413,
SNFCCAWJ,sfo52,SanFrancisco52,1550 BRYANT ST,,SAN FRANCISCO,CALIFORNIA,94103,US,PACIFIC TIME,-8,37.767559,-122.41114,
SNFCCARS,sfo51,SanFrancisco51,115 SANSOME ST,,SAN FRANCISCO,CALIFORNIA,94104,US,PACIFIC TIME,-8,37.79142,-122.401031,
SNFCCABF,sfo50,SanFrancisco50,799 MARKET ST,,SAN FRANCISCO,CALIFORNIA,94103,US,PACIFIC TIME,-8,37.785648,-122.405258,
WLBRPALT,scr17,Scranton17,250 HIGHLAND PARK BLVD,,WILKES BARRE,PENNSYLVANIA,18702,US,EASTERN TIME,-5,41.237988,-75.853935,
HRBGPAGH,har28,Harrisburg28,4300 LONDONDERRY RD,,HARRISBURG,PENNSYLVANIA,17109,US,EASTERN TIME,-5,40.284561,-76.816833,
SNFCCAGH,sfo54,SanFrancisco54,1 MARITIME PLZ,,SAN FRANCISCO,CALIFORNIA,94111,US,PACIFIC TIME,-8,37.795212,-122.39904,
TWDLTXGO,hou60,Houston60,10001 SIX PINES DR,,SPRING,TEXAS,77380,US,CENTRAL TIME,-6,30.157246,-95.463203,
NYMCNY75,nyc98,NewYork98,555 W 18TH ST,,NEW YORK,NEW YORK,10011,US,EASTERN TIME,-5,40.74538,-74.007729,
Z0395627,tor11,Toronto11,855 YORK MILLS ROAD,,TORONTO,,M3B 1Z1,CA,EASTERN TIME,-5,43.753941,-79.353439,
EAGNMNBC,min23,Minneapolis23,3535 BLUE CROSS RD,,EAGAN,MINNESOTA,55122,US,CENTRAL TIME,-6,44.830311,-93.192169,
NYCMNYVJ,nyc99,NewYork99,225 LIBERTY ST,TWO WORLD FINANCIAL CENTER TOWER B,NEW YORK,NEW YORK,10281,US,EASTERN TIME,-5,40.711559,-74.015327,
DBLNOHAA,clb18,Columbus18,4288 W DUBLIN GRANVILLE RD,,DUBLIN,OHIO,43017,US,EASTERN TIME,-5,40.099457,-83.10244,
LSVKNVIZ,lvg13,LasVegas13,1500 FOREMASTER LN,,LAS VEGAS,NEVADA,89101,US,PACIFIC TIME,-8,36.186066,-115.127274,
BSTQMASZ,bos32,Boston32,33 ARCH ST,,BOSTON,MASSACHUSETTS,2110,US,EASTERN TIME,-5,42.356098,-71.057922,
STNGVASU,wdc105,Washington105,21111 RIDGETOP CIR,,STERLING,VIRGINIA,20166,US,EASTERN TIME,-5,39.02623,-77.414474,
PNBONJDC,prn6,Princeton6,101 PLAINSBORO RD,,PLAINSBORO,NEW JERSEY,8536,US,EASTERN TIME,-5,40.337749,-74.618889,
BSTPMASU,bos33,Boston33,11 AVENUE DE LAFAYETTE,,BOSTON,MASSACHUSETTS,2111,US,EASTERN TIME,-5,42.352909,-71.060631,
SCRMCABR,sac18,Sacramento18,310 N 10TH ST,,SACRAMENTO,CALIFORNIA,95811,US,PACIFIC TIME,-8,38.592484,-121.488213,
PHNZAZZG,phx46,Phoenix46,4016 N BLACK CANYON HWY,,PHOENIX,ARIZONA,85017,US,MOUNTAIN TIME,-7,33.493721,-112.114189,
NWORLANQ,nor17,NewOrleans17,846 HOWARD AVE,,NEW ORLEANS,LOUISIANA,70113,US,CST,-6,29.944263,-90.074226,
WASKDCQC,wdc106,Washington106,2001 CONSTITUTION AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,20551,US,EASTERN TIME,-5,38.892132,-77.045067,
WASHDC94,wdc107,Washington107,1801 K ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,20006,US,EASTERN TIME,-5,38.903172,-77.042191,
CHRNNCHC,clt31,Charlotte31,1 TELEVISION PL,,CHARLOTTE,NORTH CAROLINA,28205,US,EASTERN TIME,-5,35.203709,-80.798088,
PALMPAAC,har29,Harrisburg29,435 N LINGLE AVE,,PALMYRA,PENNSYLVANIA,17078,US,EASTERN TIME,-5,40.309528,-76.619759,
SNDGCAJL,sdg24,SanDiego24,4575 VIEWRIDGE AVE,KUSI TV CH 51,SAN DIEGO,CALIFORNIA,92123,US,PACIFIC TIME,-8,32.823219,-117.122833,
GRVGCOGY,enw7,Englewood7,6340 S FIDDLERS GREEN CIR,,GREENWOOD VILLAGE,COLORADO,80111,US,MOUNTAIN TIME,-7,39.603409,-104.891403,
ATLDGAQT,atl48,Atlanta48,425 14TH ST NW,,ATLANTA,GEORGIA,30318,US,EASTERN TIME,-5,33.787121,-84.400925,
TEMPAZFX,phx47,Phoenix47,1700 N DESERT DR,,TEMPE,ARIZONA,85281,US,MOUNTAIN TIME,-7,33.447289,-111.960152,
NYCMNYSH,nyc100,NewYork100,330 MADISON AVE,,NEW YORK,NEW YORK,10017,US,EASTERN TIME,-5,40.753029,-73.979301,
Z3911534,mex2,MexicoCity2,4121 SUR FUENTES DEL PEDREGAL,,MEXICO DC,MEXICO,CP 14141,MX,CST,-6,19.289982,-99.181984,
Z1676107,mex3,MexicoCity3,COMTELSAT PERIFERICO SUR 4355.TORRE 2 EL FINANCIERO,,JARDINES EN LA MONTANA,DISTRITO FEDERAL,14210,MX,CST,-6,19.277779,-99.213188,
Z1676120,sng6,Singapore6,05 12 TELEPARK BUILDING,,SINGAPORE,SINGAPORE,529482,SG,CCT,8,1.352083,103.819839,
SNFICAWM,sfo55,SanFrancisco55,23 GEARY ST,,SAN FRANCISCO,CALIFORNIA,94108,US,PACIFIC TIME,-8,37.787872,-122.403908,
SFLDMINH,det33,Detroit33,20 OAK HOLLOW ST,,SOUTHFIELD,MICHIGAN,48033,US,EASTERN TIME,-5,42.47826,-83.291405,
STNGVAHL,wdc108,Washington108,22451 SHAW RD,,STERLING,VIRGINIA,20166,US,EASTERN TIME,-5,38.994122,-77.431442,
GLBRAZOP,phx48,Phoenix48,801 N DISH DR,BUILDING 1,GILBERT,ARIZONA,85233,US,MOUNTAIN TIME,-7,33.365749,-111.813904,
RMHLONBI,tor12,Toronto12,234 NEWKIRK RD,,RICHMOND HILL,ONTARIO,L4C 3G7,CA,EST,-5,43.884445,-79.43972,
RLGJNCWX,ral44,Raleigh44,100 E TRYON RD,,RALEIGH,NORTH CAROLINA,27603,US,EASTERN TIME,-5,35.731236,-78.627411,
Z0251627,mex4,MexicoCity4,RIO DE LA LOZA 210,,COLONIA DOCTORES MEXICO DF,MEXICO,6724,MX,PST,-8,19.49,-99.699997,
ISLNNJ01,nwr61,Newark61,111 WOOD AVE S,,ISELIN,NEW JERSEY,8830,US,EASTERN TIME,-5,40.563068,-74.324951,
HSTNTXKV,hou61,Houston61,7700 WESTPARK DR,,HOUSTON,TEXAS,77063,US,CENTRAL TIME,-6,29.723801,-95.501953,
HSTPTXJL,hou62,Houston62,8181 SOUTHWEST FWY,,HOUSTON,TEXAS,77074,US,CENTRAL TIME,-6,29.690027,-95.526688,
HSNRTX64,hou63,Houston63,5100 SW FWY,,HOUSTON,TEXAS,77037,US,CST,-6,29.727203,-95.465645,
WCHUKS99,wch10,Wichita10,2021 N AMIDON AVE,,WICHITA,KANSAS,67203,US,CENTRAL TIME,-6,37.72007,-97.364822,
L0000240,sap9,SaoPaulo9,AVENIDA DOUTOR CHUCRI ZAIDAN 150,,SAO PAULO,SAO PAULO,04583-110,BR,"BUENOS AIRES, GREENLAND",-3,-23.616161,-46.696968,
WDMNIAQQ,dem4,DesMoines4,8855 GRAND AVE,BUILDING DM3,WEST DES MOINES,IOWA,50266,US,CENTRAL TIME,-6,41.540058,-93.826782,
Z0012975,syd4,Sydney4,56/52 58 ROBERT ST,,ROZELLE,NEW SOUTH WALES,2039,AU,AES,10,-33.863098,151.170593,
FKLNTNQJ,nvl38,Nashville38,308 MALLORY STATION RD,,FRANKLIN,TENNESSEE,37067,US,CENTRAL TIME,-6,35.955818,-86.823921,
MILWWI88,mlw7,Milwaukee7,611 N 4TH ST,,MILWAUKEE,WISCONSIN,53203,US,CENTRAL TIME,-6,43.037598,-87.916092,
Z1676115,syd5,Sydney5,"271 LANE COVE ROAD, MACQUARIE PAR",,NORTH RYDE,NEW SOUTH WALES,2113 NSW,AU,AES,10,-33.78548,151.128204,
LTRKARZK,lit28,LittleRock28,8900 FOURCHE DAM PIKE,,LITTLE ROCK,ARKANSAS,72206,US,CENTRAL TIME,-6,34.711048,-92.191223,
Z1676097,bej1,Beijing1,10 YABAO ROAD 2-01 GATEWAY BUILDING,,BEJING,BEIJING,100020,CN,CCT,8,39.916821,116.441025,
NYCNNYTJ,nyc101,NewYork101,11 MADISON AVE,,NEW YORK,NEW YORK,10010,US,EASTERN TIME,-5,40.74192,-73.986992,
PTLEORXM,por16,Portland16,520 SW 6TH AVE,Portland CO,PORTLAND,OREGON,97204,US,PACIFIC TIME,-8,45.519939,-122.67794,
YORLPACR,ypa16,YorkPA16,601 MEMORY LN,,YORK,PENNSYLVANIA,17402,US,EASTERN TIME,-5,39.980446,-76.682472,
HSTOTX42,hou64,Houston64,8495 W TIDWELL RD,,HOUSTON,TEXAS,77040,US,CENTRAL TIME,-6,29.850071,-95.522621,
MNSUVALK,mnz4,Manassas4,9651 HORNBAKER RD,,MANASSAS,VIRGINIA,20109,US,EASTERN TIME,-5,38.747349,-77.531769,
SHVWMNDP,min24,Minneapolis24,1803 PARK VIEW DR,,SHOREVIEW,MINNESOTA,55126,US,CENTRAL TIME,-6,45.121407,-93.177742,
SCCSNJEM,nwr62,Newark62,15 ENTERPRISE AVE N,,SECAUCUS,NEW JERSEY,7094,US,EASTERN TIME,-5,40.785809,-74.069054,
TORUONYG,tor13,Toronto13,907 ALNESS STREET,,TORONTO,ONTARIO,M3J2J1,CA,EST,-5,43.780579,-79.476044,
STTNWADZ,sea36,Seattle36,1813 WESTLAKE AVE N,,SEATTLE,WASHINGTON,98109,US,PACIFIC TIME,-8,47.63549,-122.341034,
FAPTNYAL,rcs6,Rochester6,620 WHITNEY RD W,PERINTON HUB,FAIRPORT,NEW YORK,14450,US,EASTERN TIME,-5,43.108646,-77.458092,
HYVLMDLZ,wdc109,Washington109,1600 FEDEX WAY,,LANDOVER,MARYLAND,20785,US,EASTERN TIME,-5,38.909084,-76.863625,
WNCKCAGE,oak11,Oakland11,1340 TREAT BLVD,,WALNUT CREEK,CALIFORNIA,94597,US,PACIFIC TIME,-8,37.925629,-122.05809,
ORLFFLYB,orl41,Orlando41,4466 N JOHN YOUNG PKWY,"WKMG (CH 6, CH 18)",ORLANDO,FLORIDA,32804,US,EASTERN TIME,-5,28.593531,-81.420074,
GATSNYAO,rcs7,Rochester7,150 MILE CROSSING BLVD,TWTC CENTRAL OFFICE,ROCHESTER,NEW YORK,14624,US,EASTERN TIME,-5,43.150139,-77.73024,
Z0854489,mex5,MexicoCity5,CALZADA DEL HUESO 10,,COYOACAN,DISTRITO FEDERAL,4650,MX,CST,-6,19.309633,-99.141075,
HNVYMDEG,bal33,Baltimore33,215 SCHILLING CIR,,HUNT VALLEY,MARYLAND,21031,US,EASTERN TIME,-5,39.491001,-76.661873,
SNFHCAZW,sfo56,SanFrancisco56,555 MISSION ST,,SAN FRANCISCO,CALIFORNIA,94105,US,PACIFIC TIME,-8,37.788448,-122.398643,
SNFCCA18,sfo57,SanFrancisco57,633 FOLSOM ST,,SAN FRANCISCO,CALIFORNIA,94107,US,PACIFIC TIME,-8,37.784721,-122.397484,
DTRTMIWV,det34,Detroit34,550 W LAFAYETTE BLVD,,DETROIT,MICHIGAN,48226,US,EASTERN TIME,-5,42.329601,-83.05378,
L0001954,bgo5,Bogota5,65-82 AV DE LAS AMERICAS,,BOGOTA,CUNDINAMARCA,111611,CO,EASTERN TIME,-5,4.629318,-74.1203,
L0002289,bgo6,Bogota6,69B-43 CALLE 103,,BOGOTA,CUNDINAMARCA,110211,CO,EASTERN TIME,-5,4.694257,-74.073288,
BURLVTQM,btv23,Burlington23,444 PINE ST,,BURLINGTON,VERMONT,5401,US,EASTERN TIME,-5,44.465759,-73.214043,
HSTKTX92,hou65,Houston65,5850 ROGERDALE RD,,HOUSTON,TEXAS,77072,US,CENTRAL TIME,-6,29.715389,-95.561478,
WNPKFLAP,orl42,Orlando42,1021 N WYMORE RD,COX ENTERPRISES,WINTER PARK,FLORIDA,32789,US,EASTERN TIME,-5,28.612135,-81.385536,
Z0516159,stl18,StLouis18,1 MEMORIAL DR,,SAINT LOUIS,MISSOURI,63102,US,CST,-6,38.624989,-90.187675,
NSVOTN19,nvl39,Nashville39,501 NELSON PL,,NASHVILLE,TENNESSEE,37214,US,CENTRAL TIME,-6,36.149212,-86.66935,
OKCZOKQJ,okc5,OklahomaCity5,333 W SHERIDAN AVE,,OKLAHOMA CITY,OKLAHOMA,73102,US,CENTRAL TIME,-6,35.467281,-97.518433,
